Transaction number,Supplier,Amount,Service Area,Category,Transaction Date,Period,Sme,Costs split between Babergh and Mid Suffolk District Council,% transactions apportioned to Babergh District Council
21019940,T H Moss And Sons Ltd,533.78,Trades Team,"Property Repairs, Maintenance & Alterations",07/05/2025,202502,SML,N,
21019941,T H Moss And Sons Ltd,"2,517.45",Trades Team,"Property Repairs, Maintenance & Alterations",07/05/2025,202502,SML,N,
21019942,Private Landlord,930.00,Guaranteed Rent Scheme,Building Rents,07/05/2025,202502,STR,N,
21019943,Private Landlord,800.00,Guaranteed Rent Scheme,Building Rents,04/05/2025,202502,STR,N,
21019944,Private Landlord,715.00,Guaranteed Rent Scheme,Building Rents,04/05/2025,202502,STR,N,
21019945,Private Landlord,825.00,Guaranteed Rent Scheme,Building Rents,07/05/2025,202502,SML,N,
21019947,Hays Specialist Recruitment Ltd,211.98,HRA Strategic Property,Agency Staff,07/05/2025,202502,LRG,Y,80%
21019947,Hays Specialist Recruitment Ltd,"1,907.82",Asset Utilisation,Agency Staff,07/05/2025,202502,LRG,Y,80%
21019952,Land Survey Sols Ltd T/A Survey Sols,"3,150.00",Building Services Assets,Surveys,08/05/2025,202502,SML,N,
21019954,Material Change Composting Ltd,780.00,Joint Waste Contract,"Purchase of Equipment, Tools & Materials",09/05/2025,202502,LRG,N,
21019955,Material Change Composting Ltd,780.00,Joint Waste Contract,"Purchase of Equipment, Tools & Materials",08/05/2025,202502,LRG,N,
21019956,Hudson Media Partnership Ltd,877.50,Trades Team,Vehicles & Plant Repairs,30/04/2025,202502,SML,Y,48%
21019957,Material Change Composting Ltd,780.00,Joint Waste Contract,"Purchase of Equipment, Tools & Materials",02/05/2025,202502,LRG,N,
21019958,Material Change Composting Ltd,780.00,Joint Waste Contract,"Purchase of Equipment, Tools & Materials",01/05/2025,202502,LRG,N,
21019960,Hudson Media Partnership Ltd,877.50,Trades Team,Vehicles & Plant Repairs,26/04/2025,202502,SML,Y,48%
21019961,Hudson Media Partnership Ltd,877.50,Trades Team,Vehicles & Plant Repairs,26/04/2025,202502,SML,Y,48%
21019963,Stannah Stairlifts Ltd,"3,284.00",Building Services Assets,Payments to Contractors,08/05/2025,202502,LRG,N,
21019967,Aran Insulation Ltd,"2,384.50",Trades Team,"Property Repairs, Maintenance & Alterations",30/04/2025,202502,SML,N,
21019969,Premier Education,"2,145.26",Holiday Activity Fund,"Grants, Contributions & Donations",08/05/2025,202502,SML,N,
21019970,Insight Technology (Suffolk) Ltd,"2,969.20",Building Services Assets,Payments to Contractors,08/05/2025,202502,SML,N,
21019973,Fellbridge Building Services,"6,633.22",Voids,"Property Repairs, Maintenance & Alterations",08/05/2025,202502,SML,N,
21019975,Law Morgan Ltd T/A Morgan Law,"1,595.16",Financial Resources,Agency Staff,08/05/2025,202502,SML,Y,50%
21019978,Suffolk Market Events Ltd,740.91,Hadleigh Market,Consultancy Services,08/05/2025,202502,SML,N,
21019979,Anglia Sports Management Ltd,"2,068.50",Holiday Activity Fund,"Grants, Contributions & Donations",01/05/2025,202502,SML,N,
21019980,Bellway Homes Ltd (Essex Division),"219,104.03",New Build Programme,Purchase of Land & Buildings,06/05/2025,202502,LRG,N,
21019981,Penna Plc,"16,590.00",Senior Leadership Team,Agency Staff,02/05/2025,202502,SML,Y,50%
21019984,Richard Utting Associates LLP,"1,525.00",New Build Programme,External Consultants,30/04/2025,202502,SML,N,
21019986,Aran Insulation Ltd,"1,155.65",Trades Team,"Property Repairs, Maintenance & Alterations",01/05/2025,202502,SML,N,
21019988,Newsquest Media Group,"1,181.44",Development Management,"Publicity, Advertising & Marketing",08/05/2025,202502,LRG,N,
21019990,Countrystyle Recycling Ltd,"5,137.46",Bring Sites,Contracted Services,30/04/2025,202502,SML,N,
21019991,Countrystyle Recycling Ltd,"5,553.32",Bring Sites,Contracted Services,30/04/2025,202502,SML,N,
21019996,Karzees Ltd,555.00,Public Conveniences,"Purchase of Equipment, Tools & Materials",08/05/2025,202502,SML,N,
21019997,Aran Insulation Ltd,"13,816.74",Trades Team,"Property Repairs, Maintenance & Alterations",08/05/2025,202502,SML,N,
21019998,Abbeycroft Leisure,725.43,Holiday Activity Fund,"Grants, Contributions & Donations",08/05/2025,202502,LRG,N,
21019999,Suffolk Doors & Windows Ltd,"2,180.00",Trades Team,"Property Repairs, Maintenance & Alterations",08/05/2025,202502,SML,N,
21020006,Thompson Cooper Ltd,"1,098.40",Street and Major Road Cleansing,"Purchase of Equipment, Tools & Materials",02/05/2025,202502,SML,N,
21020009,Institute Of Customer Service,"5,850.00",Organisational Devt,Training - Corporate,09/05/2025,202502,SML,Y,50%
21020013,Suffolk County Council,"2,115.71",Information Mangement,Contracted Services,08/05/2025,202502,LRG,Y,50%
21020016,Roys (Wroxham) Ltd,"4,309.17",Car Parks,Other Premises Costs,09/05/2025,202502,LRG,N,
21020020,Bell Decorating Group Ltd,"3,500.68",Building Services Assets,Contract: Painting,13/03/2025,202502,LRG,N,
21020021,Policy in Practice,"48,827.00",Customer Operations,IT Software Purchase,31/03/2025,202502,SML,N,
21020022,Policy in Practice,"48,046.00",Customer Operations,IT Software Purchase,31/03/2025,202502,SML,N,
21020023,Suffolk Doors & Windows Ltd,500.00,Building Services Assets,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
21020025,URBA,"2,500.00",Development Management,Consultancy Services,09/05/2025,202502,SML,N,
21020026,Brooks & Wood Ltd,"3,270.00",Car Parks,Other Supplies & Services,09/05/2025,202502,SML,N,
21020029,Hays Specialist Recruitment Ltd,185.48,HRA Strategic Property,Agency Staff,09/05/2025,202502,LRG,Y,80%
21020029,Hays Specialist Recruitment Ltd,"1,669.35",Asset Utilisation,Agency Staff,09/05/2025,202502,LRG,Y,80%
21020031,Rix Petroleum (East Anglia) Ltd,"1,663.73",Tenancy Services,Heating Oil,02/05/2025,202502,SML,N,
21020031,Rix Petroleum (East Anglia) Ltd,"1,649.05",Open Spaces,Heating Oil,02/05/2025,202502,SML,N,
21020032,Huws Gray Ltd,"6,666.66",Trades Team,"Purchase of Equipment, Tools & Materials",01/05/2025,202502,LRG,Y,48%
21020033,Sureserve Compliance North,"21,313.58",Building Services Compliance,Contract: Heating,23/04/2025,202502,LRG,N,
21020034,Sureserve Compliance North,"20,558.50",Building Services Compliance,Contract: Heating,23/04/2025,202502,LRG,N,
21020035,Huws Gray Ltd,"62,700.64",Trades Team,"Purchase of Equipment, Tools & Materials",01/04/2025,202502,LRG,Y,52%
21020043,M & H Civil Engineering Ltd,"1,153.78",Trades Team,"Property Repairs, Maintenance & Alterations",04/05/2025,202502,SML,N,
21020049,Rapid Response Maintenance Ltd,539.01,Trades Team,"Property Repairs, Maintenance & Alterations",07/05/2025,202502,SML,N,
21020076,Private Landlord,930.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020079,Sheltered Housing Rentals Ltd,680.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020081,Totalmobile Ltd,"1,732.50",HRA ICT,IT Software Purchase,30/04/2025,202502,SML,Y,50%
21020084,Private Landlord,750.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020087,Private Landlord,885.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020090,Map Lettings & Property Management,"1,250.00",Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020092,Properties Portfolio Ltd,"1,050.00",Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020099,E.On Next,"1,042.66",Tenancy Services,Electricity,02/05/2025,202502,LRG,N,
21020100,All Star Training,"1,695.00",HR,Training/Workshops - Non Staff,12/05/2025,202502,SML,Y,50%
21020101,Oakpark Security Systems Ltd,767.25,Mid Suffolk Growth Ltd,Security / Surveillance Equipment Maintenance,09/05/2025,202502,LRG,N,
21020102,Paul Wright & Co,600.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020104,Oakpark Security Systems Ltd,"7,220.40",Temporary Accommodation,Security / Surveillance Equipment Maintenance,09/05/2025,202502,LRG,N,
21020105,Karcher UK Ltd,"1,037.20",Street and Major Road Cleansing,Vehicles & Plant Repairs,09/05/2025,202502,LRG,N,
21020108,Faithorn Farrell Timms,"6,375.00",Trades Team,Contracted Services,04/04/2025,202502,SML,Y,48%
21020109,Faithorn Farrell Timms,"10,675.00",Building Services Assets,Contracted Services,04/04/2025,202502,SML,Y,48%
21020110,Benicia Properties Ltd,650.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020117,D W Adams Ltd,"6,556.00",Building Services Assets,Payments to Contractors,12/05/2025,202502,SML,N,
21020121,Anglian Water,604.64,Tenancy Services,Water Services,06/05/2025,202502,LRG,N,
21020124,Gallagher Car & Van Rentals Ltd,"1,344.00",Domestic Waste,Refuse Contract,10/05/2025,202502,LRG,N,
21020125,Fellbridge Building Services,"14,938.64",Building Services Assets,Payments to Contractors,12/05/2025,202502,SML,N,
21020126,Fellbridge Building Services,"33,131.97",Building Services Assets,Payments to Contractors,12/05/2025,202502,SML,N,
21020128,Clarke Fencing Ltd,"3,886.90",Trades Team,"Property Repairs, Maintenance & Alterations",12/05/2025,202502,SML,N,
21020129,Clarke Fencing Ltd,"11,684.40",HRA Strategic Property,Estate Maintenance,12/05/2025,202502,SML,N,
21020133,Licence Check Ltd,918.00,Health and Safety,Contracted Services,07/05/2025,202502,SML,Y,50%
21020134,Sequence (UK) Ltd (Shared Ownership),"1,500.00",New Build Programme,External Consultants,09/05/2025,202502,LRG,N,
21020136,Esri UK Ltd,802.74,Development Policy and Local Plans,IT Software Maintenance,12/05/2025,202502,LRG,Y,50%
21020137,South Norfolk Council,"40,949.38",RECHARGES Elections,Council elections,06/05/2025,202502,LRG,N,
21020141,Rapid Response Maintenance Ltd,"5,451.34",Trades Team,"Property Repairs, Maintenance & Alterations",08/05/2025,202502,SML,N,
21020147,Monthind Clean Ltd,882.81,Joint Waste Contract,Contract Cleaning,15/05/2025,202502,LRG,Y,50%
21020149,Hays Specialist Recruitment Ltd,994.20,Tenants Forum,External Consultants,12/05/2025,202502,LRG,Y,50%
21020149,Hays Specialist Recruitment Ltd,"1,491.28",Asset Management,External Consultants,12/05/2025,202502,LRG,Y,50%
21020150,Reed Specialist Recruitment Ltd,960.15,Financial Resources,Agency Staff,12/05/2025,202502,LRG,Y,50%
21020151,Private Landlord,500.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020152,KBM House Share & Property Management Ltd,625.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020153,Private Landlord,900.00,Homes for Ukraine,Building Rents,12/05/2025,202502,STR,N,
21020154,Private Landlord,510.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020155,Private Landlord,600.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020156,Private Landlord,750.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020157,Private Landlord,895.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020158,Private Landlord,650.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,STR,N,
21020159,Hamilton Smith Lettings,550.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020160,Frost And Partners,"1,125.00",Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020161,ETO Green Property Ltd,"1,000.00",Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020162,Paul Wright & Co,850.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020163,Newsquest Media Group,"1,181.44",Development Management,"Publicity, Advertising & Marketing",08/05/2025,202502,LRG,N,
21020164,Newsquest Media Group,863.36,Development Management,"Publicity, Advertising & Marketing",24/04/2025,202502,LRG,N,
21020166,Newsquest Media Group,817.92,Development Management,"Publicity, Advertising & Marketing",23/04/2025,202502,LRG,N,
21020171,Hudson Media Partnership Ltd,"2,370.00",Car Parks,Signs,16/04/2025,202502,SML,N,
21020174,Liz Lake Associates,"1,125.00",New Build Programme,External Consultants,30/04/2025,202502,SML,N,
21020176,Paul Wright & Co,500.00,Guaranteed Rent Scheme,Building Rents,12/05/2025,202502,SML,N,
21020177,Royal Mail,962.15,General Elections,Postage,20/03/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,83.51,Calais Street Depot,Water Services,12/05/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,169.50,Car Parks,Water Services,12/05/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,531.22,Chilton Depot,Water Services,12/05/2025,202502,LRG,Y,50%
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,190.41,Headquarters General,Water Services,12/05/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,614.68,Public Conveniences,Water Services,12/05/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,"3,112.68",Sheltered Accommodation,Water Services,12/05/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,127.68,Temporary Accommodation,Water Services,12/05/2025,202502,LRG,N,
21020179,Anglian Water Bus (Nat) Ltd T/A Wave,165.41,Tenancy Services,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,700.38,Creeting Road Depot,Water Services,12/05/2025,202502,LRG,Y,50%
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,84.93,Headquarters General,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,18.35,HRA Strategic Property,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,17.42,Open Spaces,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,282.97,Public Conveniences,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,7.69,Recycling Centre,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,7.69,Sewage Treatment Works,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,"1,486.67",Sheltered Accommodation,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,23.03,Tacon Close Eye Touch Down Point (TDP),Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,88.13,Temporary Accommodation,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,17.42,Tenancy Services,Water Services,12/05/2025,202502,LRG,N,
21020180,Anglian Water Bus (Nat) Ltd T/A Wave,36.51,Wingfield Barns,Water Services,12/05/2025,202502,LRG,N,
21020182,Sureserve Compliance North,"5,541.25",Building Services Compliance,Contract: Heating,26/02/2025,202502,LRG,N,
21020183,Ipserv Ltd,926.76,Communications,Printing,30/04/2025,202502,SML,N,
21020183,Ipserv Ltd,314.62,Central Printing,Printing,30/04/2025,202502,SML,N,
21020184,Ipserv Ltd,199.13,Central Printing,Printing,30/04/2025,202502,SML,N,
21020184,Ipserv Ltd,"1,158.97",Communications,Printing,30/04/2025,202502,SML,N,
21020186,Private Landlord,750.00,Guaranteed Rent Scheme,Building Rents,13/05/2025,202502,STR,N,
21020187,Hamilton Smith Lettings,550.00,Guaranteed Rent Scheme,Building Rents,13/05/2025,202502,SML,N,
21020188,Private Landlord,851.44,Guaranteed Rent Scheme,Building Rents,13/05/2025,202502,STR,N,
21020190,Whybrow Property Solutions Ltd,"5,607.96",Building Services Assets,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
21020191,Whybrow Property Solutions Ltd,"21,011.83",Building Services Assets,Payments to Contractors,09/05/2025,202502,SML,N,
21020192,Whybrow Property Solutions Ltd,"1,927.63",Building Services Assets,Other Supplies & Services,09/05/2025,202502,SML,N,
21020193,GCS Compliance Ltd,946.50,Building Services Compliance,Audit Fees - standard,30/04/2025,202502,SML,N,
21020196,Whybrow Property Solutions Ltd,560.00,Trades Team,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
21020197,Rapid Response Maintenance Ltd,695.30,Trades Team,"Property Repairs, Maintenance & Alterations",30/04/2025,202502,SML,N,
21020199,Badwell Ash PCC No 2 Deposit,"1,140.00",Asset Utilisation,"Property Repairs, Maintenance & Alterations",25/03/2025,202502,SML,N,
21020201,360 Sustainability Ltd,"1,600.00",Climate Change and Sustainabil,Training/Workshops - Non Staff,07/04/2025,202502,SML,Y,50%
21020202,Switch2 Energy Limited,8.69,Leaseholders,Contracted Services,30/04/2025,202502,SML,N,
21020202,Switch2 Energy Limited,177.68,Temporary Accommodation,Contracted Services,30/04/2025,202502,SML,N,
21020202,Switch2 Energy Limited,344.85,Building Services Compliance,Contracted Services,30/04/2025,202502,SML,N,
21020205,Whybrow Property Solutions Ltd,"1,753.44",Trades Team,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
21020207,Whybrow Property Solutions Ltd,"3,242.60",Voids,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
21020208,Whybrow Property Solutions Ltd,"1,136.00",Trades Team,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
21020211,Whybrow Property Solutions Ltd,"4,549.84",Voids,"Property Repairs, Maintenance & Alterations",12/05/2025,202502,SML,N,
21020215,Dalrod Drainage Solutions,745.00,Chilton Depot,Grounds & Site Maintenance,13/05/2025,202502,SML,Y,50%
21020221,The Apprentice Academy Ltd,514.00,Organisational Devt,Training/Workshops - Non Staff,09/04/2025,202502,SML,Y,50%
21020222,Material Change Composting Ltd,524.72,Open Spaces,Other Waste costs,30/04/2025,202502,LRG,N,
21020225,Pinsent Masons LLP,"4,000.00",Organisational Devt,Training - Corporate,28/04/2025,202502,LRG,Y,50%
21020229,Greenhalgh Kerr,551.00,Shared Revenues Partnership (SRP),Other Supplies & Services,31/01/2025,202502,SML,N,
21020231,Travis Perkins Trading Company Ltd (t/a Benchmarx Kitchens & Joinery),975.19,Trades Team,"Purchase of Equipment, Tools & Materials",12/05/2025,202502,LRG,N,
21020236,Mixbrow Ltd,"11,873.71",Trades Team,"Property Repairs, Maintenance & Alterations",28/04/2025,202502,SML,N,
21020239,FAMN Ltd,"15,375.00",Organisational Devt,Training - Corporate,07/05/2025,202502,SML,Y,50%
21020241,Suffolk Doors & Windows Ltd,990.00,Building Services Assets,Payments to Contractors,13/05/2025,202502,SML,N,
21020242,Suffolk Doors & Windows Ltd,990.00,Building Services Assets,"Property Repairs, Maintenance & Alterations",13/05/2025,202502,SML,N,
21020243,T H Moss And Sons Ltd,924.00,Trades Team,"Property Repairs, Maintenance & Alterations",30/04/2025,202502,SML,N,
